Label,asds,Site,X(East),Y(North),Z,Valid,Manufact.,Type-generator,"Power, rated",Rotor diameter,Hub height,Row data/Description,Creator,Name,User label,Result,Efficiency,Regional / Correction Factor,Equivalent roughness,Free mean wind speed,HP-value,Calculated prod. without new WTGs,Actual wind corrected energy,Goodness Factor,A (Sum),k (Sum),A (0),k (0),f (0),A (1),k (1),f (1),A (2),k (2),f (2),A (3),k (3),f (3),A (4),k (4),f (4),A (5),k (5),f (5),A (6),k (6),f (6),A (7),k (7),f (7),A (8),k (8),f (8),A (9),k (9),f (9),A (10),k (10),f (10),A (11),k (11),f (11),Air density,Displacement height,Decrease due to obstacles,Increase due to hills,Sensitivity
1,New,A,"481,517","7,062,396",44,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F1,USER,Noise Mode = 0,F1,"14,226.87",92.0049,1,,8.57,98.9,0,0,,9.65,1.85,7.42,1.926,2.7,7.8,2.24,5.8,7.8,2.46,6.2,9.1,2.43,8.2,9.1,2.41,11,8,2.42,8.4,8.61,1.97,7.5,10.36,1.793,13.4,12.6,1.87,14.8,11.2,1.91,9.5,10,1.81,7,7.9,1.83,5.4,1.225,0,0,0,0.99
2,New,A,"481,159","7,062,726",42,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F2,USER,Noise Mode = 0,F2,"14,476.00",93.5193,1,,8.58,98.9,0,0,,9.66,1.849,7.3,1.91,2.7,7.9,2.23,5.8,7.8,2.46,6.2,9.09,2.43,8.2,9.1,2.41,11.1,8,2.42,8.4,8.5,1.97,7.5,10.5,1.8,13.3,12.6,1.87,14.8,11.19,1.91,9.5,10,1.81,7.1,7.91,1.831,5.3,1.225,0,0,0,0.99
3,New,A,"482,023","7,062,925",56.8,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F3,USER,Noise Mode = 0,F3,"13,991.82",90.0638,1,,8.61,98.9,0,0,,9.69,1.852,7.35,1.93,2.7,7.9,2.23,5.8,7.9,2.46,6.2,9.1,2.44,8.2,9.2,2.42,11.1,7.9,2.42,8.4,8.55,1.96,7.6,10.4,1.8,13.3,12.7,1.87,14.8,11.2,1.91,9.6,10,1.81,7.1,8.15,1.85,5.3,1.225,0,0,0,0.98
4,New,A,"481,656","7,062,954",47,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F4,USER,Noise Mode = 0,F4,"13,907.70",90.3698,1,,8.55,98.8,0,0,,9.63,1.842,7.2,1.92,2.7,7.9,2.23,5.8,7.8,2.46,6.2,8.97,2.44,8.2,9.02,2.419,11,7.9,2.42,8.4,8.43,1.961,7.6,10.57,1.8,13.4,12.67,1.87,14.7,11.1,1.91,9.5,9.9,1.81,7.1,8,1.83,5.4,1.225,0,0,0,0.99
5,New,A,"481,882","7,062,431",55.7,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F5,USER,Noise Mode = 0,F5,"14,072.07",89.6902,1,,8.7,99.2,0,0,,9.79,1.846,7.21,1.921,2.7,7.9,2.23,5.8,8,2.46,6.3,9.33,2.43,8.3,9.3,2.41,11.2,8,2.42,8.3,8.61,1.977,7.4,10.3,1.8,13.2,12.9,1.87,14.9,11.5,1.91,9.7,10.2,1.81,7.1,8,1.85,5.2,1.225,0,0,0,0.95
6,New,A,"481,822","7,062,019",51.3,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F6,USER,Noise Mode = 0,F6,"15,044.51",95.7599,1,,8.7,99.2,0,0,,9.79,1.851,7.4,1.95,2.7,7.84,2.236,5.8,7.8,2.46,6.2,9.39,2.419,8.2,9.3,2.42,11.2,8.09,2.42,8.4,8.75,1.97,7.5,10.3,1.8,13.2,12.8,1.86,14.8,11.48,1.91,9.6,10.2,1.82,7.1,8.18,1.848,5.3,1.225,0,0,0,0.96
7,New,A,"482,270","7,062,313",52.5,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F7,USER,Noise Mode = 0,F7,"14,640.42",93.1129,1,,8.69,99.1,0,0,,9.79,1.855,7.34,1.944,2.7,7.88,2.23,5.8,7.94,2.46,6.2,9.3,2.42,8.2,9.4,2.416,11.2,8,2.42,8.4,8.7,1.97,7.5,10.28,1.8,13.2,12.8,1.87,14.8,11.4,1.91,9.7,10.22,1.815,7.2,8.2,1.86,5.3,1.225,0,0,0,0.96
8,New,A,"482,544","7,063,102",61,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F8,USER,Noise Mode = 0,F8,"14,224.70",91.1174,1,,8.63,99,0,0,,9.72,1.857,7.4,1.94,2.7,7.94,2.23,5.8,8,2.46,6.2,9,2.43,8.2,9.24,2.41,11.1,8,2.42,8.4,8.7,1.96,7.6,10.4,1.8,13.3,12.65,1.87,14.7,11.34,1.91,9.6,9.99,1.81,7.1,8.2,1.85,5.3,1.225,0,0,0,0.98
9,New,A,"482,850","7,063,501",59.1,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F9,USER,Noise Mode = 0,F9,"14,154.48",91.5861,1,,8.55,98.8,0,0,,9.62,1.859,7.39,1.94,2.7,7.9,2.23,5.8,7.9,2.46,6.2,8.93,2.43,8.3,9.2,2.41,11.1,7.9,2.42,8.3,8.56,1.967,7.6,10.3,1.8,13.3,12.5,1.88,14.7,11.3,1.91,9.6,9.8,1.81,7.1,8,1.85,5.3,1.225,0,0,0,1.01
10,New,A,"483,136","7,062,632",59.8,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F10,USER,Noise Mode = 0,F10,"14,911.65",94.6204,1,,8.72,99.2,0,0,,9.81,1.855,7.3,1.96,2.7,7.9,2.227,5.7,8,2.46,6.2,9.2,2.42,8.2,9.4,2.41,11.3,8.1,2.41,8.4,8.7,1.96,7.5,10.49,1.8,13.1,12.8,1.87,14.7,11.46,1.91,9.7,10.1,1.82,7.2,8.16,1.86,5.3,1.225,0,0,0,0.95
11,New,A,"483,265","7,063,010",62.4,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F11,USER,Noise Mode = 0,F11,"14,358.76",91.8352,1,,8.64,99,0,0,,9.72,1.859,7.3,1.96,2.8,7.91,2.23,5.7,7.94,2.459,6.1,8.99,2.42,8.1,9.4,2.41,11.2,8.1,2.41,8.6,8.7,1.95,7.8,10.36,1.8,13.2,12.68,1.87,14.4,11.3,1.91,9.5,10,1.81,7.2,8.3,1.85,5.4,1.225,0,0,0,0.98
12,New,A,"483,823","7,063,167",64.8,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F12,USER,Noise Mode = 0,F12,"14,810.09",93.9662,1,,8.71,99.2,0,0,,9.81,1.855,7.3,1.959,2.8,8.1,2.222,5.8,8.2,2.45,6.2,9,2.42,8.2,9.44,2.417,11,8,2.42,8.4,8.7,1.97,7.6,10.67,1.8,13.6,12.84,1.87,14.7,11.23,1.91,9.4,9.89,1.81,7,8.3,1.86,5.3,1.225,0,0,0,0.96
13,New,A,"483,779","7,063,961",53.1,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F13,USER,Noise Mode = 0,F13,"14,400.50",92.332,1,,8.61,99,0,0,,9.7,1.863,7.2,1.95,2.7,7.95,2.22,5.7,7.95,2.45,6.2,8.9,2.42,8.3,9.58,2.426,11.2,7.9,2.41,8.3,8.5,1.96,7.6,10.38,1.808,13.2,12.5,1.88,14.6,11.45,1.91,9.7,9.9,1.81,7.2,8.1,1.856,5.3,1.225,0,0,0,0.99
14,New,A,"484,501","7,063,378",61,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F14,USER,Noise Mode = 0,F14,"15,212.28",96.2181,1,,8.72,99.2,0,0,,9.82,1.864,7.29,1.96,2.8,8,2.22,5.7,8.16,2.446,6.1,8.9,2.41,8.2,9.69,2.42,11.3,8.1,2.41,8.4,8.7,1.96,7.6,10.3,1.8,13.2,12.8,1.88,14.6,11.4,1.91,9.7,10.02,1.81,7.2,8.5,1.87,5.3,1.225,0,0,0,0.96
15,New,A,"484,277","7,064,074",57.2,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F15,USER,Noise Mode = 0,F15,"14,553.68",93.2677,1,,8.61,99,0,0,,9.69,1.866,7.3,1.95,2.7,8.1,2.22,5.8,8,2.44,6.2,8.9,2.42,8.2,9.33,2.42,11,7.9,2.42,8.3,8.6,1.97,7.6,10.5,1.8,13.5,12.43,1.88,14.7,11.3,1.91,9.5,9.9,1.81,7,8.3,1.86,5.3,1.225,0,0,0,0.99
16,New,A,"484,529","7,064,385",61.5,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F16,USER,Noise Mode = 0,F16,"14,805.26",94.9355,1,,8.59,98.9,0,0,,9.68,1.869,7.3,1.96,2.7,8,2.22,5.7,7.99,2.44,6.1,8.89,2.41,8.2,9.41,2.42,11.2,7.91,2.407,8.4,8.6,1.95,7.7,10.4,1.81,13.3,12.38,1.88,14.5,11.4,1.91,9.6,9.9,1.81,7.2,8.3,1.86,5.3,1.225,0,0,0,1
17,New,A,"483,659","7,063,558",54,Yes,Envision,"V126-3.45MW-3,450","3,450",126,140,F17,USER,Noise Mode = 0,F17,"14,281.06",91.4216,1,,8.62,99,0,0,,9.7,1.865,7.3,1.95,2.7,8,2.22,5.7,8,2.45,6.2,9,2.42,8.3,9.4,2.42,11.2,7.9,2.42,8.3,8.8,1.97,7.6,10.3,1.8,13.3,12.57,1.88,14.7,11.3,1.91,9.6,9.9,1.81,7.1,8.1,1.85,5.3,1.225,0,0,0,0.99
1,New,A,"481,517","7,062,396",44,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F1,USER,Noise Mode = 0,F1,"11,882.97",92.4995,1,,8.37,95.4,0,0,,9.43,1.851,7.32,1.936,2.7,7.7,2.25,5.9,7.6,2.48,6.1,8.9,2.43,8.2,8.9,2.41,11,7.8,2.44,8.3,8.4,1.99,7.5,10.03,1.793,13.4,12.3,1.86,14.7,11,1.9,9.5,9.8,1.81,7.1,7.8,1.82,5.4,1.225,0,0,0,1.35
2,New,A,"481,159","7,062,726",42,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F2,USER,Noise Mode = 0,F2,"12,078.77",94.0615,1,,8.38,95.4,0,0,,9.43,1.849,7.2,1.92,2.7,7.7,2.24,5.9,7.6,2.48,6.1,8.89,2.43,8.2,8.9,2.41,11.1,7.8,2.44,8.3,8.3,1.99,7.5,10.1,1.8,13.3,12.3,1.86,14.8,10.99,1.9,9.5,9.8,1.8,7.2,7.81,1.83,5.3,1.225,0,0,0,1.35
3,New,A,"482,023","7,062,925",56.8,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F3,USER,Noise Mode = 0,F3,"11,697.46",90.2524,1,,8.43,95.4,0,0,,9.49,1.849,7.25,1.94,2.7,7.8,2.24,5.9,7.7,2.48,6.1,8.9,2.44,8.2,9,2.42,11.1,7.7,2.44,8.3,8.35,1.98,7.6,10.1,1.8,13.4,12.4,1.86,14.8,11.1,1.9,9.6,9.9,1.8,7.1,8.05,1.84,5.3,1.225,0,0,0,1.33
4,New,A,"481,656","7,062,954",47,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F4,USER,Noise Mode = 0,F4,"11,555.18",90.6134,1,,8.34,95.4,0,0,,9.39,1.844,7.1,1.93,2.7,7.7,2.24,5.9,7.6,2.48,6.1,8.77,2.44,8.2,8.82,2.419,11,7.7,2.44,8.3,8.23,1.978,7.6,10.17,1.8,13.5,12.29,1.86,14.7,10.9,1.9,9.5,9.8,1.8,7.1,7.9,1.82,5.4,1.225,0,0,0,1.35
5,New,A,"481,882","7,062,431",55.7,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F5,USER,Noise Mode = 0,F5,"11,810.67",89.8722,1,,8.53,95.5,0,0,,9.6,1.843,7.11,1.931,2.7,7.8,2.24,5.9,7.8,2.48,6.2,9.13,2.43,8.3,9.1,2.41,11.2,7.8,2.44,8.2,8.41,1.997,7.4,10.01,1.8,13.2,12.6,1.86,14.9,11.4,1.9,9.7,10.1,1.81,7.2,7.9,1.84,5.2,1.225,0,0,0,1.3
6,New,A,"481,822","7,062,019",51.3,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F6,USER,Noise Mode = 0,F6,"12,686.14",96.3174,1,,8.53,95.5,0,0,,9.61,1.847,7.3,1.96,2.7,7.7,2.246,5.8,7.6,2.48,6.1,9.2,2.419,8.2,9.1,2.42,11.3,7.9,2.44,8.3,8.55,1.98,7.5,10,1.8,13.2,12.6,1.86,14.7,11.34,1.9,9.7,10.1,1.81,7.2,8.08,1.839,5.3,1.225,0,0,0,1.3
7,New,A,"482,270","7,062,313",52.5,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F7,USER,Noise Mode = 0,F7,"12,298.30",93.2072,1,,8.54,95.5,0,0,,9.61,1.85,7.24,1.954,2.7,7.78,2.24,5.9,7.8,2.48,6.1,9.14,2.42,8.2,9.2,2.416,11.3,7.8,2.44,8.3,8.5,1.984,7.5,10,1.8,13.2,12.6,1.86,14.7,11.3,1.9,9.7,10.08,1.81,7.2,8.1,1.85,5.3,1.225,0,0,0,1.3
8,New,A,"482,544","7,063,102",61,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F8,USER,Noise Mode = 0,F8,"11,864.90",91.0983,1,,8.45,95.5,0,0,,9.52,1.854,7.3,1.95,2.7,7.8,2.24,5.9,7.8,2.48,6.1,8.8,2.43,8.2,9.04,2.41,11.1,7.8,2.44,8.3,8.5,1.975,7.6,10.1,1.8,13.3,12.35,1.86,14.6,11.2,1.9,9.6,9.89,1.8,7.2,8.1,1.84,5.3,1.225,0,0,0,1.33
9,New,A,"482,850","7,063,501",59.1,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F9,USER,Noise Mode = 0,F9,"11,792.03",91.7891,1,,8.37,95.4,0,0,,9.42,1.857,7.29,1.95,2.7,7.8,2.24,5.9,7.7,2.48,6.1,8.73,2.43,8.3,9,2.41,11.2,7.7,2.44,8.2,8.3,1.987,7.6,10,1.8,13.3,12.2,1.87,14.7,11.2,1.9,9.6,9.7,1.8,7.1,7.9,1.84,5.3,1.225,0,0,0,1.35
10,New,A,"483,136","7,062,632",59.8,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F10,USER,Noise Mode = 0,F10,"12,521.75",94.8261,1,,8.54,95.5,0,0,,9.61,1.854,7.2,1.97,2.7,7.8,2.237,5.8,7.8,2.48,6.1,9.09,2.42,8.2,9.2,2.41,11.4,7.9,2.43,8.3,8.5,1.98,7.5,10.09,1.8,13.1,12.5,1.86,14.6,11.36,1.9,9.8,9.96,1.81,7.3,8.06,1.85,5.3,1.225,0,0,0,1.3
11,New,A,"483,265","7,063,010",62.4,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F11,USER,Noise Mode = 0,F11,"11,973.71",92.0001,1,,8.43,95.4,0,0,,9.49,1.863,7.2,1.97,2.8,7.8,2.24,5.8,7.74,2.479,6,8.79,2.42,8.1,9.2,2.42,11.2,7.9,2.43,8.5,8.5,1.96,7.8,10,1.8,13.2,12.28,1.86,14.3,11.1,1.9,9.5,9.88,1.8,7.3,8.2,1.84,5.4,1.225,0,0,0,1.34
12,New,A,"483,823","7,063,167",64.8,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F12,USER,Noise Mode = 0,F12,"12,363.06",93.9931,1,,8.51,95.5,0,0,,9.58,1.856,7.2,1.969,2.8,8,2.233,5.9,8,2.47,6.1,8.8,2.42,8.2,9.17,2.427,11,7.8,2.44,8.3,8.5,1.99,7.6,10.3,1.8,13.6,12.5,1.86,14.7,11.1,1.9,9.4,9.69,1.809,7,8.2,1.85,5.3,1.225,0,0,0,1.31
13,New,A,"483,779","7,063,961",53.1,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F13,USER,Noise Mode = 0,F13,"11,877.71",92.2985,1,,8.36,95.4,0,0,,9.41,1.867,7.1,1.96,2.7,7.75,2.23,5.8,7.75,2.47,6.1,8.7,2.42,8.3,9.24,2.426,11.3,7.7,2.43,8.2,8.2,1.98,7.6,9.9,1.808,13.2,12,1.87,14.6,11.25,1.9,9.8,9.8,1.8,7.2,8,1.846,5.3,1.225,0,0,0,1.36
14,New,A,"484,501","7,063,378",61,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F14,USER,Noise Mode = 0,F14,"12,722.95",96.1904,1,,8.52,95.5,0,0,,9.6,1.866,7.19,1.97,2.8,7.8,2.23,5.8,7.96,2.476,6,8.8,2.41,8.2,9.49,2.42,11.3,7.9,2.43,8.3,8.5,1.97,7.6,10,1.8,13.2,12.4,1.87,14.5,11.3,1.9,9.7,9.9,1.81,7.3,8.3,1.86,5.3,1.225,0,0,0,1.31
15,New,A,"484,277","7,064,074",57.2,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F15,USER,Noise Mode = 0,F15,"12,012.43",93.2176,1,,8.37,95.4,0,0,,9.43,1.864,7.2,1.96,2.7,7.9,2.23,5.9,7.8,2.47,6.1,8.7,2.42,8.2,9,2.43,11,7.7,2.44,8.2,8.3,1.99,7.6,10.1,1.8,13.6,12.1,1.87,14.7,11.1,1.9,9.5,9.7,1.8,7,8.1,1.85,5.3,1.225,0,0,0,1.36
16,New,A,"484,529","7,064,385",61.5,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F16,USER,Noise Mode = 0,F16,"12,237.57",94.8138,1,,8.37,95.4,0,0,,9.43,1.87,7.2,1.97,2.7,7.8,2.23,5.8,7.79,2.47,6,8.7,2.41,8.2,9.1,2.42,11.2,7.71,2.427,8.3,8.4,1.96,7.7,10,1.81,13.3,11.98,1.87,14.4,11.2,1.9,9.6,9.8,1.8,7.3,8.2,1.85,5.3,1.225,0,0,0,1.36
17,New,A,"483,659","7,063,558",54,Yes,Envision,"V105-3.45MW-3,450","3,450",105,120,F17,USER,Noise Mode = 0,F17,"11,831.91",91.6914,1,,8.38,95.4,0,0,,9.44,1.864,7.2,1.96,2.7,7.8,2.23,5.8,7.8,2.48,6.1,8.8,2.42,8.3,9.1,2.43,11.2,7.7,2.44,8.2,8.4,1.99,7.6,9.9,1.8,13.3,12.2,1.87,14.7,11.1,1.9,9.7,9.7,1.8,7.2,8,1.84,5.3,1.225,0,0,0,1.36
1,New,A,"481,517","7,062,396",44,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F1,USER,Noise Mode = 0,F1,"13,163.65",92.0396,1,,8.37,95.8,0,0,,9.43,1.851,7.32,1.936,2.7,7.7,2.25,5.9,7.6,2.48,6.1,8.9,2.43,8.2,8.9,2.41,11,7.8,2.44,8.3,8.4,1.99,7.5,10.03,1.793,13.4,12.3,1.86,14.7,11,1.9,9.5,9.8,1.81,7.1,7.8,1.82,5.4,1.225,0,0,0,1.2
2,New,A,"481,159","7,062,726",42,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F2,USER,Noise Mode = 0,F2,"13,383.80",93.6192,1,,8.38,95.8,0,0,,9.43,1.849,7.2,1.92,2.7,7.7,2.24,5.9,7.6,2.48,6.1,8.89,2.43,8.2,8.9,2.41,11.1,7.8,2.44,8.3,8.3,1.99,7.5,10.1,1.8,13.3,12.3,1.86,14.8,10.99,1.9,9.5,9.8,1.8,7.2,7.81,1.83,5.3,1.225,0,0,0,1.2
3,New,A,"482,023","7,062,925",56.8,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F3,USER,Noise Mode = 0,F3,"12,965.80",89.9429,1,,8.43,95.8,0,0,,9.49,1.849,7.25,1.94,2.7,7.8,2.24,5.9,7.7,2.48,6.1,8.9,2.44,8.2,9,2.42,11.1,7.7,2.44,8.3,8.35,1.98,7.6,10.1,1.8,13.4,12.4,1.86,14.8,11.1,1.9,9.6,9.9,1.8,7.1,8.05,1.84,5.3,1.225,0,0,0,1.18
4,New,A,"481,656","7,062,954",47,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F4,USER,Noise Mode = 0,F4,"12,817.83",90.23,1,,8.34,95.7,0,0,,9.39,1.844,7.1,1.93,2.7,7.7,2.24,5.9,7.6,2.48,6.1,8.77,2.44,8.2,8.82,2.419,11,7.7,2.44,8.3,8.23,1.978,7.6,10.17,1.8,13.5,12.29,1.86,14.7,10.9,1.9,9.5,9.8,1.8,7.1,7.9,1.82,5.4,1.225,0,0,0,1.21
5,New,A,"481,882","7,062,431",55.7,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F5,USER,Noise Mode = 0,F5,"13,066.13",89.537,1,,8.53,95.9,0,0,,9.6,1.843,7.11,1.931,2.7,7.8,2.24,5.9,7.8,2.48,6.2,9.13,2.43,8.3,9.1,2.41,11.2,7.8,2.44,8.2,8.41,1.997,7.4,10.01,1.8,13.2,12.6,1.86,14.9,11.4,1.9,9.7,10.1,1.81,7.2,7.9,1.84,5.2,1.225,0,0,0,1.16
6,New,A,"481,822","7,062,019",51.3,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F6,USER,Noise Mode = 0,F6,"14,029.29",95.942,1,,8.53,95.9,0,0,,9.61,1.847,7.3,1.96,2.7,7.7,2.246,5.8,7.6,2.48,6.1,9.2,2.419,8.2,9.1,2.42,11.3,7.9,2.44,8.3,8.55,1.98,7.5,10,1.8,13.2,12.6,1.86,14.7,11.34,1.9,9.7,10.1,1.81,7.2,8.08,1.839,5.3,1.225,0,0,0,1.16
7,New,A,"482,270","7,062,313",52.5,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F7,USER,Noise Mode = 0,F7,"13,626.17",93.0275,1,,8.54,95.9,0,0,,9.61,1.85,7.24,1.954,2.7,7.78,2.24,5.9,7.8,2.48,6.1,9.14,2.42,8.2,9.2,2.416,11.3,7.8,2.44,8.3,8.5,1.984,7.5,10,1.8,13.2,12.6,1.86,14.7,11.3,1.9,9.7,10.08,1.81,7.2,8.1,1.85,5.3,1.225,0,0,0,1.16
8,New,A,"482,544","7,063,102",61,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F8,USER,Noise Mode = 0,F8,"13,161.89",90.8916,1,,8.45,95.8,0,0,,9.52,1.854,7.3,1.95,2.7,7.8,2.24,5.9,7.8,2.48,6.1,8.8,2.43,8.2,9.04,2.41,11.1,7.8,2.44,8.3,8.5,1.975,7.6,10.1,1.8,13.3,12.35,1.86,14.6,11.2,1.9,9.6,9.89,1.8,7.2,8.1,1.84,5.3,1.225,0,0,0,1.18
9,New,A,"482,850","7,063,501",59.1,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F9,USER,Noise Mode = 0,F9,"13,084.44",91.4697,1,,8.37,95.8,0,0,,9.42,1.857,7.29,1.95,2.7,7.8,2.24,5.9,7.7,2.48,6.1,8.73,2.43,8.3,9,2.41,11.2,7.7,2.44,8.2,8.3,1.987,7.6,10,1.8,13.3,12.2,1.87,14.7,11.2,1.9,9.6,9.7,1.8,7.1,7.9,1.84,5.3,1.225,0,0,0,1.21
10,New,A,"483,136","7,062,632",59.8,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F10,USER,Noise Mode = 0,F10,"13,866.75",94.5952,1,,8.54,95.9,0,0,,9.61,1.854,7.2,1.97,2.7,7.8,2.237,5.8,7.8,2.48,6.1,9.09,2.42,8.2,9.2,2.41,11.4,7.9,2.43,8.3,8.5,1.98,7.5,10.09,1.8,13.1,12.5,1.86,14.6,11.36,1.9,9.8,9.96,1.81,7.3,8.06,1.85,5.3,1.225,0,0,0,1.16
11,New,A,"483,265","7,063,010",62.4,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F11,USER,Noise Mode = 0,F11,"13,274.02",91.7104,1,,8.43,95.8,0,0,,9.49,1.863,7.2,1.97,2.8,7.8,2.24,5.8,7.74,2.479,6,8.79,2.42,8.1,9.2,2.42,11.2,7.9,2.43,8.5,8.5,1.96,7.8,10,1.8,13.2,12.28,1.86,14.3,11.1,1.9,9.5,9.88,1.8,7.3,8.2,1.84,5.4,1.225,0,0,0,1.19
12,New,A,"483,823","7,063,167",64.8,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F12,USER,Noise Mode = 0,F12,"13,709.89",93.8314,1,,8.51,95.9,0,0,,9.58,1.856,7.2,1.969,2.8,8,2.233,5.9,8,2.47,6.1,8.8,2.42,8.2,9.17,2.427,11,7.8,2.44,8.3,8.5,1.99,7.6,10.3,1.8,13.6,12.5,1.86,14.7,11.1,1.9,9.4,9.69,1.809,7,8.2,1.85,5.3,1.225,0,0,0,1.17
13,New,A,"483,779","7,063,961",53.1,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F13,USER,Noise Mode = 0,F13,"13,190.30",92.0588,1,,8.36,95.7,0,0,,9.41,1.867,7.1,1.96,2.7,7.75,2.23,5.8,7.75,2.47,6.1,8.7,2.42,8.3,9.24,2.426,11.3,7.7,2.43,8.2,8.2,1.98,7.6,9.9,1.808,13.2,12,1.87,14.6,11.25,1.9,9.8,9.8,1.8,7.2,8,1.846,5.3,1.225,0,0,0,1.21
14,New,A,"484,501","7,063,378",61,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F14,USER,Noise Mode = 0,F14,"14,112.59",96.1091,1,,8.52,95.9,0,0,,9.6,1.866,7.19,1.97,2.8,7.8,2.23,5.8,7.96,2.476,6,8.8,2.41,8.2,9.49,2.42,11.3,7.9,2.43,8.3,8.5,1.97,7.6,10,1.8,13.2,12.4,1.87,14.5,11.3,1.9,9.7,9.9,1.81,7.3,8.3,1.86,5.3,1.225,0,0,0,1.17
15,New,A,"484,277","7,064,074",57.2,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F15,USER,Noise Mode = 0,F15,"13,346.51",93.0262,1,,8.37,95.8,0,0,,9.43,1.864,7.2,1.96,2.7,7.9,2.23,5.9,7.8,2.47,6.1,8.7,2.42,8.2,9,2.43,11,7.7,2.44,8.2,8.3,1.99,7.6,10.1,1.8,13.6,12.1,1.87,14.7,11.1,1.9,9.5,9.7,1.8,7,8.1,1.85,5.3,1.225,0,0,0,1.21
16,New,A,"484,529","7,064,385",61.5,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F16,USER,Noise Mode = 0,F16,"13,609.22",94.7235,1,,8.37,95.8,0,0,,9.43,1.87,7.2,1.97,2.7,7.8,2.23,5.8,7.79,2.47,6,8.7,2.41,8.2,9.1,2.42,11.2,7.71,2.427,8.3,8.4,1.96,7.7,10,1.81,13.3,11.98,1.87,14.4,11.2,1.9,9.6,9.8,1.8,7.3,8.2,1.85,5.3,1.225,0,0,0,1.21
17,New,A,"483,659","7,063,558",54,Yes,Envision,"V117-3.45MW-3,450","3,450",117,120,F17,USER,Noise Mode = 0,F17,"13,113.42",91.29,1,,8.38,95.8,0,0,,9.44,1.864,7.2,1.96,2.7,7.8,2.23,5.8,7.8,2.48,6.1,8.8,2.42,8.3,9.1,2.43,11.2,7.7,2.44,8.2,8.4,1.99,7.6,9.9,1.8,13.3,12.2,1.87,14.7,11.1,1.9,9.7,9.7,1.8,7.2,8,1.84,5.3,1.225,0,0,0,1.21
1,New,A,"481,517","7,062,396",44,Yes,Envision,"V136-3.45MW-3,450","3,450",136,120,F1,USER,Noise Mode = 0,F1,"14,681.24",91.3359,1,,8.37,101.5,0,0,,9.43,1.851,7.32,1.936,2.7,7.7,2.25,5.9,7.6,2.48,6.1,8.9,2.43,8.2,8.9,2.41,11,7.8,2.44,8.3,8.4,1.99,7.5,10.03,1.793,13.4,12.3,1.86,14.7,11,1.9,9.5,9.8,1.81,7.1,7.8,1.82,5.4,1.225,0,0,0,0.96
